0,467,Watercress,Watercress,8
64,785,Blackberries,Blackberries,7
64,785,Squash,Squash,4
64,785,Gooseberries,Gooseberries,4
64,785,Radicchio,Radicchio,0
64,785,Persimmons,Persimmons,18
64,119,Watermelons,Watermelons,0
64,119,Hot peppers,Hot peppers,0
64,119,Dragon fruit,Dragon fruit,0
64,151,Bell peppers,Bell peppers,3
64,151,Radicchio,Radicchio,6
64,151,Swiss chard,Swiss chard,8
64,743,Potatoes,Potatoes,4
64,96,Nectarines,Nectarines,17
64,96,Basil,Basil,16
65,805,Okra,Okra,19
65,805,Radicchio,Radicchio,20
65,364,Avocados,Avocados,15
65,364,Thyme,Thyme,11
65,352,Elderberries,Elderberries,4
65,352,Peanuts,Peanuts,18
65,352,Passionfruit,Passionfruit,11
66,619,Blueberries,Blueberries,2
66,619,Cranberries,Cranberries,1
66,619,Cinnamon,Cinnamon,20
66,619,Passionfruit,Passionfruit,12
66,619,Corn,Corn,7
66,619,Fennel,Fennel,14
66,619,Avocados,Avocados,18
66,619,Mustard greens,Mustard greens,9
66,619,Blackcurrants,Blackcurrants,15
66,619,Currants,Currants,17
66,713,Pomegranates,Pomegranates,15
66,713,Kiwi,Kiwi,10
66,713,Dill,Dill,14
66,713,Cranberries,Cranberries,20
66,713,Rosemary,Rosemary,12
66,713,Kiwi,Kiwi,16
66,713,Boysenberries,Boysenberries,14
66,713,Chives,Chives,19
66,713,Raspberries,Raspberries,0
66,447,Cranberries,Cranberries,20
66,447,Cherimoya,Cherimoya,18
66,447,Almonds,Almonds,2
66,447,Eggplant,Eggplant,8
66,447,Pomelo,Pomelo,6
66,447,Boysenberries,Boysenberries,11
66,447,Peas,Peas,4
66,788,Cherries,Cherries,0
66,788,Cilantro,Cilantro,0
66,788,Boysenberries,Boysenberries,8
66,788,Brussels sprouts,Brussels sprouts,0
66,788,Kiwifruit,Kiwifruit,16
66,788,Avocados,Avocados,10
66,243,Sunflower seeds,Sunflower seeds,9
66,243,Fennel,Fennel,19
66,243,Pineberries,Pineberries,20
66,243,Elderberries,Elderberries,4
66,243,Boysenberries,Boysenberries,6
66,243,Bananas,Bananas,7
66,127,Kale,Kale,8
66,127,Kiwifruit,Kiwifruit,5
66,127,Cauliflower,Cauliflower,14
66,127,Bok choy,Bok choy,16
66,127,Asparagus,Asparagus,7
66,127,Pineberries,Pineberries,5
66,127,Celery,Celery,1
67,848,Hot peppers,Hot peppers,0
67,848,Parsley,Parsley,20
67,848,Cilantro,Cilantro,12
67,848,Kale,Kale,3
67,848,Grapes,Grapes,11
67,529,Elderberries,Elderberries,2
67,58,Bananas,Bananas,0
67,417,Grapefruits,Grapefruits,13
67,417,Leeks,Leeks,3
67,417,Cauliflower,Cauliflower,4
67,416,Rambutan,Rambutan,14
67,416,Apricots,Apricots,1
67,416,Honey,Honey,17
67,416,Zucchini,Zucchini,13
67,267,Limes,Limes,11
67,267,Sage,Sage,3
67,267,Nectarines,Nectarines,20
67,267,Pineapples,Pineapples,8
67,268,Chives,Chives,2
67,268,Thyme,Thyme,6
67,268,Dill,Dill,1
67,268,Spinach,Spinach,12
67,268,Chives,Chives,18
67,268,Squash,Squash,19
67,580,Radishes,Radishes,15
67,580,Peas,Peas,4
67,580,Pecans,Pecans,1
67,580,Cantaloupes,Cantaloupes,19
67,580,Blueberries,Blueberries,20
67,86,Honey,Honey,13
67,86,Kiwi,Kiwi,2
67,86,Dragon fruit,Dragon fruit,10
67,86,Currants,Currants,8
67,86,Watercress,Watercress,18
68,137,Apricots,Apricots,4
68,137,Apricots,Apricots,11
68,137,Clementines,Clementines,18
68,269,Cumin,Cumin,8
68,269,Rambutan,Rambutan,12
68,390,Watercress,Watercress,8
68,390,Jackfruit,Jackfruit,0
68,390,Swiss chard,Swiss chard,5
68,390,Beets,Beets,6
68,390,Hot peppers,Hot peppers,12
68,390,Apples,Apples,2
68,390,Cumin,Cumin,3
69,150,Lemons,Lemons,15
69,150,Pineapples,Pineapples,12
69,150,Lychee,Lychee,20
69,150,Okra,Okra,8
69,668,Radishes,Radishes,18
69,668,Grapefruits,Grapefruits,13
69,668,Elderberries,Elderberries,13
69,695,Coffee beans,Coffee beans,7
69,695,Mangoes,Mangoes,13
69,695,Eggplant,Eggplant,3
69,695,Avocados,Avocados,17
69,695,Turnips,Turnips,11
69,695,Sage,Sage,3
69,695,Lettuce,Lettuce,20
69,695,Mulberries,Mulberries,1
69,788,Cherries,Cherries,12
69,788,Cilantro,Cilantro,5
69,788,Boysenberries,Boysenberries,6
69,788,Brussels sprouts,Brussels sprouts,18
69,387,Mangoes,Mangoes,14
69,172,Peanuts,Peanuts,16
70,599,Lettuce,Lettuce,11
70,599,Garlic,Garlic,12
70,79,Papayas,Papayas,6
70,742,Mint,Mint,4
70,742,Cauliflower,Cauliflower,19
70,712,Swiss chard,Swiss chard,6
70,712,Mint,Mint,13
70,712,Brussels sprouts,Brussels sprouts,3
70,712,Persimmons,Persimmons,7
70,712,Hazelnuts,Hazelnuts,3
70,712,Hot peppers,Hot peppers,5
70,712,Potatoes,Potatoes,1
70,54,Turnips,Turnips,1
70,54,Squash,Squash,16
70,54,Plums,Plums,2
70,54,Pumpkins,Pumpkins,5
70,54,Garlic,Garlic,15
70,54,Thyme,Thyme,18
70,298,Bok choy,Bok choy,16
70,298,Papayas,Papayas,8
70,298,Kiwifruit,Kiwifruit,8
70,298,Basil,Basil,1
70,298,Strawberries,Strawberries,19
70,423,Cashews,Cashews,0
70,423,Hazelnuts,Hazelnuts,16
70,423,Peanuts,Peanuts,14
70,423,Dragon fruit,Dragon fruit,14
70,423,Nectarines,Nectarines,19
71,801,Pineapples,Pineapples,6
71,801,Mangoes,Mangoes,16
71,719,Bell peppers,Bell peppers,0
71,719,Clementines,Clementines,14
71,719,Hot peppers,Hot peppers,16
71,719,Cinnamon,Cinnamon,16
71,719,Apricots,Apricots,20
71,719,Hot peppers,Hot peppers,13
71,719,Almonds,Almonds,5
71,575,Lettuce,Lettuce,5
71,575,Basil,Basil,16
71,575,Limes,Limes,0
71,575,Chives,Chives,8
71,575,Mangoes,Mangoes,20
71,575,Passionfruit,Passionfruit,0
71,575,Blackberries,Blackberries,14
71,575,Pomegranates,Pomegranates,0
71,280,Sweet potatoes,Sweet potatoes,7
71,280,Mustard greens,Mustard greens,14
71,280,Beans,Beans,20
71,280,Pumpkins,Pumpkins,20
71,280,Avocados,Avocados,16
71,134,Papayas,Papayas,3
71,134,Mulberries,Mulberries,1
71,134,Sage,Sage,15
71,134,Nectarines,Nectarines,11
71,134,Cranberries,Cranberries,8
71,134,Kale,Kale,17
71,134,Marionberries,Marionberries,6
71,676,Blackcurrants,Blackcurrants,8
71,676,Sunflower seeds,Sunflower seeds,12
71,618,Bell peppers,Bell peppers,0
71,618,Onions,Onions,6
71,618,Lemons,Lemons,13
71,736,Onions,Onions,12
71,736,Marionberries,Marionberries,8
71,736,Potatoes,Potatoes,15
71,736,Dates,Dates,2
71,736,Lychee,Lychee,20
71,736,Cashews,Cashews,11
71,736,Swiss chard,Swiss chard,1
71,600,Papayas,Papayas,4
71,600,Sunflower seeds,Sunflower seeds,5
71,600,Tomatoes,Tomatoes,1
71,600,Avocados,Avocados,19
71,600,Peas,Peas,2
71,600,Grapefruits,Grapefruits,12
72,710,Onions,Onions,18
72,710,Cucumbers,Cucumbers,7
72,710,Almonds,Almonds,18
72,710,Elderberries,Elderberries,13
72,710,Collard greens,Collard greens,6
72,710,Collard greens,Collard greens,19
72,710,Cantaloupes,Cantaloupes,0
72,710,Garlic,Garlic,9
72,710,Dates,Dates,18
72,48,Cherimoya,Cherimoya,7
72,48,Clementines,Clementines,17
72,48,Tomatoes,Tomatoes,4
72,48,Currants,Currants,12
72,48,Carrots,Carrots,9
72,63,Beets,Beets,19
72,63,Beans,Beans,1
72,63,Celery,Celery,13
72,63,Bananas,Bananas,16
72,63,Radishes,Radishes,18
72,63,Lychee,Lychee,8
72,63,Sunflower seeds,Sunflower seeds,17
72,192,Figs,Figs,8
72,192,Cantaloupes,Cantaloupes,20
72,192,Lemons,Lemons,5
73,684,Oranges,Oranges,15
73,684,Kiwifruit,Kiwifruit,6
73,636,Squash,Squash,20
73,636,Sage,Sage,19
73,636,Dragon fruit,Dragon fruit,11
73,636,Passionfruit,Passionfruit,13
73,636,Sunflower seeds,Sunflower seeds,12
73,190,Pineberries,Pineberries,3
73,190,Guavas,Guavas,1
73,687,Radicchio,Radicchio,17
73,687,Parsnips,Parsnips,14
73,687,Collard greens,Collard greens,6
73,687,Apples,Apples,0
73,687,Carrots,Carrots,13
73,687,Brussels sprouts,Brussels sprouts,12
73,313,Dill,Dill,17
73,313,Pumpkins,Pumpkins,9
73,313,Blackcurrants,Blackcurrants,4
73,313,Chives,Chives,10
73,597,Plums,Plums,10
73,597,Potatoes,Potatoes,20
73,597,Honey,Honey,5
73,597,Celery,Celery,7
73,597,Strawberries,Strawberries,8
73,597,Clementines,Clementines,18
73,597,Hot peppers,Hot peppers,17
75,501,Radicchio,Radicchio,12
75,501,Cauliflower,Cauliflower,9
75,216,Mint,Mint,17
75,216,Sage,Sage,16
75,216,Blueberries,Blueberries,9
75,195,Hazelnuts,Hazelnuts,4
75,195,Garlic,Garlic,7
75,195,Mangoes,Mangoes,10
76,628,Avocados,Avocados,13
76,628,Blackberries,Blackberries,9
76,628,Dragon fruit,Dragon fruit,11
76,628,Lemons,Lemons,6
76,628,Collard greens,Collard greens,16
76,47,Peaches,Peaches,19
76,47,Spinach,Spinach,12
76,435,Tomatoes,Tomatoes,0
76,435,Gooseberries,Gooseberries,10
76,435,Pecans,Pecans,1
76,435,Cashews,Cashews,7
76,435,Coffee beans,Coffee beans,20
77,396,Leeks,Leeks,17
77,396,Sage,Sage,3
77,396,Cranberries,Cranberries,5
77,396,Cherimoya,Cherimoya,4
77,396,Honey,Honey,18
77,396,Walnuts,Walnuts,20
77,159,Cinnamon,Cinnamon,5
77,502,Onions,Onions,10
77,502,Pineapples,Pineapples,20
77,88,Bananas,Bananas,4
77,88,Radicchio,Radicchio,13
77,88,Rambutan,Rambutan,0
77,88,Guavas,Guavas,9
77,88,Pineapples,Pineapples,15
77,88,Parsley,Parsley,5
77,88,Turnips,Turnips,15
77,88,Fennel,Fennel,5
77,88,Kiwi,Kiwi,15
77,464,Peas,Peas,17
77,464,Cilantro,Cilantro,8
77,621,Zucchini,Zucchini,17
77,621,Pineberries,Pineberries,14
77,621,Mulberries,Mulberries,4
77,621,Broccoli,Broccoli,15
77,621,Hot peppers,Hot peppers,14
77,621,Parsley,Parsley,2
77,815,Hazelnuts,Hazelnuts,0
77,815,Spinach,Spinach,2
77,815,Pineapples,Pineapples,14
77,815,Grapes,Grapes,12
77,815,Parsley,Parsley,16
77,591,Potatoes,Potatoes,7
77,591,Radicchio,Radicchio,10
77,591,Pomelo,Pomelo,20
78,507,Bananas,Bananas,15
78,507,Apricots,Apricots,12
78,507,Grapes,Grapes,3
78,507,Squash,Squash,9
78,507,Plums,Plums,18
78,381,Tangerines,Tangerines,18
78,381,Passionfruit,Passionfruit,12
78,53,Hot peppers,Hot peppers,11
78,137,Apricots,Apricots,17
78,307,Apples,Apples,9
78,691,Okra,Okra,11
78,691,Blackcurrants,Blackcurrants,1
78,691,Grapefruits,Grapefruits,8
78,186,Cumin,Cumin,9
78,186,Beans,Beans,13
78,333,Broccoli,Broccoli,15
78,333,Cranberries,Cranberries,0
78,333,Guavas,Guavas,11
78,333,Leeks,Leeks,0
78,333,Bananas,Bananas,14
78,632,Honey,Honey,17
78,632,Potatoes,Potatoes,8
78,632,Hot peppers,Hot peppers,3
78,632,Rambutan,Rambutan,2
78,632,Swiss chard,Swiss chard,10
78,396,Leeks,Leeks,8
78,396,Sage,Sage,14
78,396,Cranberries,Cranberries,7
78,444,Hazelnuts,Hazelnuts,14
78,444,Kale,Kale,18
78,444,Mint,Mint,12
79,726,Thyme,Thyme,0
79,210,Fennel,Fennel,8
79,210,Lettuce,Lettuce,14
79,210,Blackberries,Blackberries,18
79,210,Radishes,Radishes,6
79,163,Potatoes,Potatoes,17
79,163,Cucumbers,Cucumbers,14
79,163,Blueberries,Blueberries,15
79,163,Almonds,Almonds,12
79,601,Honeydews,Honeydews,20
79,812,Clementines,Clementines,0
79,812,Eggplant,Eggplant,19
79,812,Garlic,Garlic,16
79,812,Radishes,Radishes,3
79,812,Figs,Figs,18
79,812,Cabbage,Cabbage,4
79,812,Corn,Corn,13
79,812,Marionberries,Marionberries,17
79,612,Pumpkins,Pumpkins,4
79,612,Mint,Mint,17
79,369,Boysenberries,Boysenberries,0
79,369,Mustard greens,Mustard greens,0
79,148,Boysenberries,Boysenberries,7
79,148,Watermelons,Watermelons,15
79,837,Hot peppers,Hot peppers,20
79,837,Squash,Squash,15
79,837,Cucumbers,Cucumbers,18
79,837,Pistachios,Pistachios,10
79,837,Passionfruit,Passionfruit,5
79,837,Spinach,Spinach,18
79,90,Radicchio,Radicchio,2
79,90,Nectarines,Nectarines,15
79,90,Marionberries,Marionberries,6
79,90,Lemons,Lemons,19
79,90,Cantaloupes,Cantaloupes,5
79,766,Tomatoes,Tomatoes,11
79,766,Kale,Kale,12
79,647,Hazelnuts,Hazelnuts,1
79,647,Elderberries,Elderberries,2
79,647,Pineberries,Pineberries,3
79,647,Dill,Dill,14
80,21,Spinach,Spinach,4
80,192,Figs,Figs,12
80,192,Cantaloupes,Cantaloupes,9
80,449,Kiwi,Kiwi,14
80,449,Currants,Currants,17
80,449,Asparagus,Asparagus,0
80,449,Parsnips,Parsnips,9
80,449,Bananas,Bananas,12
80,449,Papayas,Papayas,18
80,449,Cilantro,Cilantro,16
80,449,Nectarines,Nectarines,8
82,380,Pineapples,Pineapples,9
82,380,Grapes,Grapes,19
82,380,Peas,Peas,20
82,380,Mustard greens,Mustard greens,11
82,380,Elderberries,Elderberries,5
82,380,Lychee,Lychee,0
82,380,Blackberries,Blackberries,20
82,507,Bananas,Bananas,0
82,507,Apricots,Apricots,2
82,507,Grapes,Grapes,3
82,690,Spinach,Spinach,4
82,690,Garlic,Garlic,11
82,690,Potatoes,Potatoes,13
82,690,Avocados,Avocados,9
82,690,Brussels sprouts,Brussels sprouts,2
82,690,Ugli fruit,Ugli fruit,20
82,364,Avocados,Avocados,19
82,364,Thyme,Thyme,20
82,364,Collard greens,Collard greens,20
82,364,Bok choy,Bok choy,5
82,364,Bell peppers,Bell peppers,9
82,364,Honeydews,Honeydews,12
82,364,Apricots,Apricots,5
82,256,Hazelnuts,Hazelnuts,15
82,256,Lettuce,Lettuce,2
82,418,Lettuce,Lettuce,19
82,418,Brussels sprouts,Brussels sprouts,5
82,418,Peaches,Peaches,6
82,418,Apples,Apples,14
82,418,Pomegranates,Pomegranates,14
82,418,Radishes,Radishes,11
82,418,Coffee beans,Coffee beans,5
82,418,Avocados,Avocados,7
82,412,Okra,Okra,17
82,412,Kumquats,Kumquats,5
82,412,Okra,Okra,4
82,412,Bell peppers,Bell peppers,0
82,412,Blackberries,Blackberries,14
82,412,Figs,Figs,8
82,412,Persimmons,Persimmons,4
82,412,Currants,Currants,3
82,329,Kiwi,Kiwi,18
82,329,Pecans,Pecans,9
82,329,Hazelnuts,Hazelnuts,20
82,730,Pumpkins,Pumpkins,17
82,730,Parsnips,Parsnips,16
82,730,Cantaloupes,Cantaloupes,19
82,730,Blackcurrants,Blackcurrants,11
82,636,Squash,Squash,8
82,636,Sage,Sage,12
82,636,Dragon fruit,Dragon fruit,14
82,636,Passionfruit,Passionfruit,13
83,573,Clementines,Clementines,14
83,573,Cherimoya,Cherimoya,13
83,573,Peaches,Peaches,14
83,573,Clementines,Clementines,17
83,687,Radicchio,Radicchio,4
83,687,Parsnips,Parsnips,18
83,687,Collard greens,Collard greens,8
83,687,Apples,Apples,18
83,687,Carrots,Carrots,18
83,687,Brussels sprouts,Brussels sprouts,20
83,711,Lychee,Lychee,17
83,711,Marionberries,Marionberries,1
83,711,Parsley,Parsley,4
83,711,Cherries,Cherries,14
83,311,Persimmons,Persimmons,7
83,311,Eggplant,Eggplant,17
83,311,Ugli fruit,Ugli fruit,13
83,311,Jackfruit,Jackfruit,12
83,726,Thyme,Thyme,12
83,726,Mangoes,Mangoes,11
83,726,Asparagus,Asparagus,8
83,726,Thyme,Thyme,15
83,726,Okra,Okra,9
83,726,Garlic,Garlic,9
83,726,Hazelnuts,Hazelnuts,10
84,534,Bananas,Bananas,3
84,534,Bananas,Bananas,16
84,534,Kumquats,Kumquats,3
84,121,Elderberries,Elderberries,8
84,121,Mint,Mint,0
84,121,Gooseberries,Gooseberries,20
84,121,Peas,Peas,0
84,121,Zucchini,Zucchini,2
84,121,Peaches,Peaches,13
84,121,Raspberries,Raspberries,18
84,121,Apricots,Apricots,1
84,121,Pomegranates,Pomegranates,18
84,121,Potatoes,Potatoes,0
84,113,Fennel,Fennel,14
84,436,Grapefruits,Grapefruits,13
84,436,Lemons,Lemons,3
84,436,Mustard greens,Mustard greens,14
84,436,Brussels sprouts,Brussels sprouts,17
84,436,Parsnips,Parsnips,19
84,616,Blackberries,Blackberries,2
84,616,Carrots,Carrots,14
84,616,Boysenberries,Boysenberries,11
84,616,Limes,Limes,10
84,284,Cashews,Cashews,10
84,284,Mangoes,Mangoes,13
84,284,Boysenberries,Boysenberries,4
84,284,Lettuce,Lettuce,14
84,284,Spinach,Spinach,7
84,284,Okra,Okra,13
84,284,Nectarines,Nectarines,14
84,505,Clementines,Clementines,10
84,505,Cucumbers,Cucumbers,2
84,209,Jackfruit,Jackfruit,5
84,719,Bell peppers,Bell peppers,11
84,719,Clementines,Clementines,1
84,719,Hot peppers,Hot peppers,16
84,719,Cinnamon,Cinnamon,5
84,719,Apricots,Apricots,17
84,779,Collard greens,Collard greens,0
84,779,Passionfruit,Passionfruit,7
84,635,Blackcurrants,Blackcurrants,4
84,635,Papayas,Papayas,3
84,635,Blueberries,Blueberries,18
84,732,Blackberries,Blackberries,9
84,732,Gooseberries,Gooseberries,19
84,732,Parsnips,Parsnips,3
84,732,Zucchini,Zucchini,6
84,732,Walnuts,Walnuts,7
85,161,Squash,Squash,16
85,161,Bok choy,Bok choy,4
85,161,Peas,Peas,6
85,168,Eggplant,Eggplant,17
85,168,Chives,Chives,8
85,168,Bananas,Bananas,5
85,362,Pomegranates,Pomegranates,9
85,362,Dragon fruit,Dragon fruit,20
85,362,Cashews,Cashews,6
85,263,Dill,Dill,2
85,263,Gooseberries,Gooseberries,8
85,263,Swiss chard,Swiss chard,15
85,263,Coffee beans,Coffee beans,4
85,263,Swiss chard,Swiss chard,3
85,263,Carrots,Carrots,15
85,263,Fennel,Fennel,8
86,280,Sweet potatoes,Sweet potatoes,14
86,280,Mustard greens,Mustard greens,11
86,280,Beans,Beans,0
86,280,Pumpkins,Pumpkins,20
86,238,Turnips,Turnips,13
86,238,Watermelons,Watermelons,20
86,332,Honey,Honey,19
86,332,Potatoes,Potatoes,2
86,799,Peanuts,Peanuts,7
86,799,Mustard greens,Mustard greens,14
86,799,Grapefruits,Grapefruits,5
86,129,Thyme,Thyme,8
86,192,Figs,Figs,11
86,534,Bananas,Bananas,19
86,534,Bananas,Bananas,7
86,534,Kumquats,Kumquats,19
86,534,Boysenberries,Boysenberries,15
88,689,Collard greens,Collard greens,9
88,838,Strawberries,Strawberries,15
88,838,Dragon fruit,Dragon fruit,13
88,838,Broccoli,Broccoli,20
88,838,Mulberries,Mulberries,7
88,518,Bananas,Bananas,0
88,57,Watermelons,Watermelons,5
88,57,Cauliflower,Cauliflower,6
88,57,Peas,Peas,2
88,57,Figs,Figs,1
88,57,Cashews,Cashews,5
88,62,Beans,Beans,7
88,62,Raspberries,Raspberries,17
89,600,Papayas,Papayas,10
89,600,Sunflower seeds,Sunflower seeds,20
89,600,Tomatoes,Tomatoes,13
89,169,Watermelons,Watermelons,14
89,169,Avocados,Avocados,0
89,169,Thyme,Thyme,17
89,567,Gooseberries,Gooseberries,10
90,397,Beets,Beets,4
90,397,Cherimoya,Cherimoya,19
90,65,Gooseberries,Gooseberries,12
90,684,Oranges,Oranges,4
90,684,Kiwifruit,Kiwifruit,16
90,684,Parsnips,Parsnips,16
90,684,Potatoes,Potatoes,5
90,684,Coffee beans,Coffee beans,9
90,684,Broccoli,Broccoli,8
90,684,Jackfruit,Jackfruit,4
90,265,Carrots,Carrots,1
90,812,Clementines,Clementines,12
90,812,Eggplant,Eggplant,12
90,812,Garlic,Garlic,7
90,812,Radishes,Radishes,16
90,812,Figs,Figs,9
90,759,Apples,Apples,3
90,759,Dates,Dates,19
90,759,Okra,Okra,11
90,759,Apricots,Apricots,19
90,467,Watercress,Watercress,8
90,467,Leeks,Leeks,2
90,467,Squash,Squash,18
90,467,Bananas,Bananas,2
90,467,Mustard greens,Mustard greens,8
90,296,Persimmons,Persimmons,12
90,296,Cucumbers,Cucumbers,5
90,296,Hazelnuts,Hazelnuts,5
90,296,Watercress,Watercress,0
90,296,Raspberries,Raspberries,8
90,296,Papayas,Papayas,4
90,736,Onions,Onions,1
90,736,Marionberries,Marionberries,5
90,736,Potatoes,Potatoes,20
90,736,Dates,Dates,20
90,736,Lychee,Lychee,8
90,736,Cashews,Cashews,1
90,736,Swiss chard,Swiss chard,5
90,736,Elderberries,Elderberries,15
90,736,Sunflower seeds,Sunflower seeds,7
90,736,Clementines,Clementines,18
90,208,Elderberries,Elderberries,11
90,208,Boysenberries,Boysenberries,5
90,208,Dill,Dill,5
90,208,Raspberries,Raspberries,18
90,727,Lettuce,Lettuce,14
90,727,Lemons,Lemons,8
90,727,Swiss chard,Swiss chard,11
90,727,Beets,Beets,16
91,711,Lychee,Lychee,10
91,711,Marionberries,Marionberries,5
91,711,Parsley,Parsley,18
91,711,Cherries,Cherries,5
91,711,Rosemary,Rosemary,2
91,711,Eggplant,Eggplant,6
91,711,Mulberries,Mulberries,8
91,711,Bananas,Bananas,15
91,711,Eggplant,Eggplant,12
91,812,Clementines,Clementines,4
91,812,Eggplant,Eggplant,0
91,812,Garlic,Garlic,7
91,812,Radishes,Radishes,1
91,586,Almonds,Almonds,19
91,586,Passionfruit,Passionfruit,2
91,586,Coffee beans,Coffee beans,3
91,193,Cumin,Cumin,19
91,193,Lettuce,Lettuce,7
91,193,Almonds,Almonds,7
91,193,Kiwi,Kiwi,12
91,193,Plums,Plums,14
91,193,Celery,Celery,10
91,193,Garlic,Garlic,14
91,284,Cashews,Cashews,7
91,284,Mangoes,Mangoes,16
91,284,Boysenberries,Boysenberries,5
91,284,Lettuce,Lettuce,0
91,284,Spinach,Spinach,10
91,284,Okra,Okra,10
91,284,Nectarines,Nectarines,19
91,826,Watermelons,Watermelons,3
91,599,Lettuce,Lettuce,2
91,599,Garlic,Garlic,8
91,599,Dragon fruit,Dragon fruit,15
93,764,Carrots,Carrots,0
93,764,Dates,Dates,14
93,764,Hot peppers,Hot peppers,11
93,764,Tangerines,Tangerines,18
93,764,Onions,Onions,4
93,764,Brussels sprouts,Brussels sprouts,13
93,764,Cauliflower,Cauliflower,6
93,764,Pomelo,Pomelo,7
93,764,Peanuts,Peanuts,6
93,371,Leeks,Leeks,8
93,371,Clementines,Clementines,19
93,371,Blackberries,Blackberries,2
93,371,Raspberries,Raspberries,14
93,622,Thyme,Thyme,20
93,622,Limes,Limes,13
93,622,Persimmons,Persimmons,4
93,622,Cherries,Cherries,6
93,760,Peaches,Peaches,11
93,760,Kale,Kale,9
94,25,Broccoli,Broccoli,11
94,25,Bell peppers,Bell peppers,13
94,25,Hot peppers,Hot peppers,17
94,730,Pumpkins,Pumpkins,1
94,730,Parsnips,Parsnips,0
94,730,Cantaloupes,Cantaloupes,6
94,730,Blackcurrants,Blackcurrants,15
94,730,Okra,Okra,14
94,623,Pistachios,Pistachios,6
94,623,Collard greens,Collard greens,7
94,623,Rosemary,Rosemary,12
94,623,Figs,Figs,13
94,623,Carrots,Carrots,20
95,460,Hazelnuts,Hazelnuts,17
95,460,Rambutan,Rambutan,19
95,460,Cumin,Cumin,1
95,460,Cilantro,Cilantro,16
95,460,Blueberries,Blueberries,17
95,138,Rosemary,Rosemary,16
95,138,Brussels sprouts,Brussels sprouts,12
95,138,Peaches,Peaches,20
95,138,Chives,Chives,1
95,138,Leeks,Leeks,13
95,671,Grapefruits,Grapefruits,13
95,671,Basil,Basil,19
95,671,Carrots,Carrots,9
95,671,Corn,Corn,19
95,671,Pecans,Pecans,15
95,671,Eggplant,Eggplant,20
95,671,Kale,Kale,12
95,671,Onions,Onions,0
95,59,Corn,Corn,1
95,59,Apples,Apples,2
95,351,Watercress,Watercress,1
95,351,Kumquats,Kumquats,16
95,351,Potatoes,Potatoes,11
95,351,Grapes,Grapes,10
95,351,Lettuce,Lettuce,5
95,351,Leeks,Leeks,18
95,351,Walnuts,Walnuts,0
95,822,Turnips,Turnips,12
95,822,Zucchini,Zucchini,16
95,822,Nectarines,Nectarines,9
95,822,Cumin,Cumin,18
96,130,Pomegranates,Pomegranates,5
96,130,Brussels sprouts,Brussels sprouts,6
96,130,Apricots,Apricots,10
96,130,Coffee beans,Coffee beans,13
96,494,Okra,Okra,4
96,494,Clementines,Clementines,11
96,494,Radicchio,Radicchio,20
96,717,Watermelons,Watermelons,19
96,717,Garlic,Garlic,18
96,717,Rosemary,Rosemary,13
96,579,Rambutan,Rambutan,16
96,579,Apricots,Apricots,7
96,579,Honeydews,Honeydews,5
96,579,Chives,Chives,19
96,579,Bananas,Bananas,18
96,579,Cherimoya,Cherimoya,3
96,579,Radishes,Radishes,14
96,579,Strawberries,Strawberries,4
96,579,Pineberries,Pineberries,9
96,579,Squash,Squash,19
96,302,Tangerines,Tangerines,3
96,302,Blackberries,Blackberries,16
96,302,Currants,Currants,1
96,771,Strawberries,Strawberries,8
96,771,Persimmons,Persimmons,8
96,771,Marionberries,Marionberries,14
96,771,Pineberries,Pineberries,0
96,771,Lettuce,Lettuce,19
97,788,Cherries,Cherries,4
97,788,Cilantro,Cilantro,16
97,788,Boysenberries,Boysenberries,13
98,77,Hot peppers,Hot peppers,15
98,77,Hazelnuts,Hazelnuts,1
98,77,Fennel,Fennel,4
98,77,Brussels sprouts,Brussels sprouts,18
98,12,Cauliflower,Cauliflower,7
98,12,Strawberries,Strawberries,19
98,12,Bananas,Bananas,8
98,12,Brussels sprouts,Brussels sprouts,7
98,12,Bell peppers,Bell peppers,0
98,12,Radicchio,Radicchio,4
98,12,Cucumbers,Cucumbers,8
98,827,Persimmons,Persimmons,11
98,827,Walnuts,Walnuts,14
98,827,Avocados,Avocados,7
98,827,Pecans,Pecans,15
98,541,Carrots,Carrots,9
98,541,Celery,Celery,9
98,22,Avocados,Avocados,3
98,22,Oranges,Oranges,0
98,22,Walnuts,Walnuts,8
98,22,Strawberries,Strawberries,14
98,22,Corn,Corn,10
98,22,Beans,Beans,15
98,22,Blackberries,Blackberries,18
98,520,Apricots,Apricots,14
98,520,Kale,Kale,4
98,499,Radishes,Radishes,4
98,499,Cabbage,Cabbage,8
98,640,Oranges,Oranges,13
98,640,Spinach,Spinach,11
98,640,Persimmons,Persimmons,3
98,640,Spinach,Spinach,0
98,640,Corn,Corn,16
98,640,Turnips,Turnips,20
98,640,Sunflower seeds,Sunflower seeds,17
98,239,Spinach,Spinach,2
98,239,Gooseberries,Gooseberries,6
98,239,Coffee beans,Coffee beans,17
98,239,Ugli fruit,Ugli fruit,2
99,477,Ugli fruit,Ugli fruit,15
99,477,Kale,Kale,1
99,477,Fennel,Fennel,13
99,477,Gooseberries,Gooseberries,20
99,477,Bok choy,Bok choy,8
99,477,Elderberries,Elderberries,7
99,477,Currants,Currants,20
99,99,Dragon fruit,Dragon fruit,5
99,99,Pomegranates,Pomegranates,14
99,99,Bok choy,Bok choy,19
